"","County_UD","% Persons with a disability aged 0-14","% Persons with a disability aged 15 - 44","% Persons with a disability aged 25 - 44","% Persons with a disability aged 45 - 64","% Persons with a disability aged 65 Plus"
"14238","DÏn Laoghaire-Rathdown",3.3,3.3,10,40,43.3
"14239","DÏn Laoghaire-Rathdown",14.3,14.3,2.9,28.6,40
"14240","DÏn Laoghaire-Rathdown",5,7.5,10,15,62.5
"14241","DÏn Laoghaire-Rathdown",0,0,19.6,41.3,39.1
"14242","DÏn Laoghaire-Rathdown",5,7.5,7.5,25,55
"14243","Fingal",6.1,12.1,6.1,51.5,24.2
"14244","Fingal",17.4,8.7,13,30.4,30.4
"14245","Fingal",15.4,15.4,38.5,11.5,19.2
"14246","Fingal",5.6,13.9,33.3,25,22.2
"14247","Fingal",5,5,10,40,40
"14248","Fingal",28.6,4.8,14.3,26.2,26.2
"14249","Fingal",33.3,6.7,20,6.7,33.3
"14250","Fingal",8.6,5.7,22.9,31.4,31.4
"14251","Fingal",7.4,18.5,29.6,33.3,11.1
"14252","Fingal",1,2.4,23.9,48.3,24.4
"14253","Fingal",40,0,20,20,20
"14254","Fingal",0,20,60,0,20
"14255","Fingal",0,0,50,10,40
"14256","Fingal",6.3,18.8,43.8,31.3,0
"14257","Fingal",15.6,11.1,33.3,31.1,8.9
"14258","Fingal",42.9,0,33.3,19,4.8
"14259","Fingal",7.1,7.1,28.6,50,7.1
"14260","Fingal",20,13.3,33.3,13.3,20
"14261","Fingal",25,0,20.8,29.2,25
"14262","Fingal",5,0,65,20,10
"14263","Fingal",28.1,6.3,50,15.6,0
"14264","Fingal",27.3,18.2,27.3,9.1,18.2
"14265","Fingal",13.6,9.1,20.5,43.2,13.6
"14266","Fingal",45.5,9.1,27.3,9.1,9.1
"14267","Fingal",32.3,16.1,29,9.7,12.9
"14268","Fingal",13.3,8.9,31.1,35.6,11.1
"14269","Fingal",10.8,2.7,16.2,27,43.2
"14270","Fingal",10,10,20,27.5,32.5
"14271","Fingal",0,3,9.1,51.5,36.4
"14272","Fingal",3.4,3.4,10.3,34.5,48.3
"14273","Fingal",11.8,17.6,47.1,23.5,0
"14274","Fingal",31.3,0,56.3,6.3,6.3
"14275","Fingal",25,12.5,50,6.3,6.3
"14276","Fingal",12.5,12.5,62.5,12.5,0
"14277","Fingal",12.5,12.5,43.8,31.3,0
"14278","Fingal",14.3,7.1,64.3,14.3,0
"14279","Fingal",31.3,6.3,37.5,18.8,6.3
"14280","Fingal",24,8,60,8,0
"14281","Fingal",11.1,0,88.9,0,0
"14282","Fingal",20,10,55,15,0
"14283","Fingal",14.3,9.5,61.9,14.3,0
"14284","Fingal",11.5,7.7,30.8,26.9,23.1
"14285","Fingal",16.7,0,50,16.7,16.7
"14286","Fingal",13.6,4.5,68.2,13.6,0
"14287","Fingal",13.2,10.3,29.4,19.1,27.9
"14288","Fingal",0,5.9,76.5,5.9,11.8
"14289","Fingal",6.3,6.3,81.3,6.3,0
"14290","Fingal",4.8,19,57.1,9.5,9.5
"14291","Fingal",19,9.5,42.9,19,9.5
"14292","Fingal",13,8.7,47.8,13,17.4
"14293","DÏn Laoghaire-Rathdown",0,16,32,36,16
"14294","DÏn Laoghaire-Rathdown",6.9,6.9,31,17.2,37.9
"14295","DÏn Laoghaire-Rathdown",0,11.1,33.3,22.2,33.3
"14296","DÏn Laoghaire-Rathdown",6.5,9.7,41.9,29,12.9
"14297","DÏn Laoghaire-Rathdown",0,0,28.6,28.6,42.9
"14298","DÏn Laoghaire-Rathdown",4.8,9.5,28.6,38.1,19
"14299","DÏn Laoghaire-Rathdown",0,13.3,13.3,13.3,60
"14300","DÏn Laoghaire-Rathdown",5.6,0,22.2,38.9,33.3
"14301","DÏn Laoghaire-Rathdown",10,5,15,25,45
"14302","DÏn Laoghaire-Rathdown",5.3,5.3,21.1,26.3,42.1
"14303","DÏn Laoghaire-Rathdown",7.3,3.7,7.3,6.1,75.6
"14304","DÏn Laoghaire-Rathdown",5.9,2.9,23.5,29.4,38.2
"14305","DÏn Laoghaire-Rathdown",27.8,0,38.9,27.8,5.6
"14306","DÏn Laoghaire-Rathdown",2.3,2.3,14,16.3,65.1
"14307","DÏn Laoghaire-Rathdown",3.3,3.3,3.3,16.7,73.3
"14308","DÏn Laoghaire-Rathdown",12.9,9.7,19.4,29,29
"14309","DÏn Laoghaire-Rathdown",5.4,2.7,29.7,16.2,45.9
"14310","DÏn Laoghaire-Rathdown",7,4.2,15.5,38,35.2
"14311","DÏn Laoghaire-Rathdown",2.2,2.2,6.6,11,78
"14312","DÏn Laoghaire-Rathdown",7.3,7.3,7.3,29.3,48.8
"14313","DÏn Laoghaire-Rathdown",13.8,3.4,17.2,24.1,41.4
"14314","DÏn Laoghaire-Rathdown",3.1,13.8,7.7,20,55.4
"14315","DÏn Laoghaire-Rathdown",3.9,6.5,7.8,15.6,66.2
"14316","DÏn Laoghaire-Rathdown",10.3,23.1,7.7,25.6,33.3
"14317","DÏn Laoghaire-Rathdown",3.8,3.8,11.5,30.8,50
"14318","DÏn Laoghaire-Rathdown",2.9,17.1,14.3,25.7,40
"14319","DÏn Laoghaire-Rathdown",8.7,13,21.7,17.4,39.1
"14320","DÏn Laoghaire-Rathdown",3.8,0,15.4,19.2,61.5
"14321","DÏn Laoghaire-Rathdown",12.5,21.9,21.9,37.5,6.3
"14322","DÏn Laoghaire-Rathdown",3.7,14.8,22.2,11.1,48.1
"14323","DÏn Laoghaire-Rathdown",1.9,11.5,15.4,13.5,57.7
"14324","DÏn Laoghaire-Rathdown",10.6,0,8.5,31.9,48.9
"14325","DÏn Laoghaire-Rathdown",0,9.3,14.8,22.2,53.7
"14326","DÏn Laoghaire-Rathdown",4.3,12.8,8.5,34,40.4
"14327","DÏn Laoghaire-Rathdown",4.5,11.4,15.9,25,43.2
"14328","DÏn Laoghaire-Rathdown",11.8,2.9,14.7,26.5,44.1
"14329","DÏn Laoghaire-Rathdown",3.4,10.3,10.3,27.6,48.3
"14330","DÏn Laoghaire-Rathdown",2.7,14.7,20,25.3,37.3
"14331","DÏn Laoghaire-Rathdown",4.3,10.6,25.5,29.8,29.8
"14332","DÏn Laoghaire-Rathdown",6.7,2.2,11.1,37.8,42.2
"14333","DÏn Laoghaire-Rathdown",12.5,8.3,37.5,16.7,25
"14334","DÏn Laoghaire-Rathdown",21.7,21.7,20,20,16.7
"14335","DÏn Laoghaire-Rathdown",0,0,22.2,22.2,55.6
"14336","DÏn Laoghaire-Rathdown",19,6.9,12.1,25.9,36.2
"14337","DÏn Laoghaire-Rathdown",5.6,5.6,13.9,38.9,36.1
"14338","DÏn Laoghaire-Rathdown",10.3,5.1,21.8,24.4,38.5
"14339","DÏn Laoghaire-Rathdown",1.6,4.8,23.8,27,42.9
"14340","DÏn Laoghaire-Rathdown",6.5,19.6,10.9,30.4,32.6
"14341","DÏn Laoghaire-Rathdown",3.7,11.1,5.6,16.7,63
"14342","DÏn Laoghaire-Rathdown",12.7,32.7,1.8,20,32.7
"14343","DÏn Laoghaire-Rathdown",5.3,10.5,13.2,55.3,15.8
"14344","DÏn Laoghaire-Rathdown",6.7,8.9,15.6,46.7,22.2
"14345","DÏn Laoghaire-Rathdown",0,16,0,16,68
"14346","DÏn Laoghaire-Rathdown",3.2,7.9,9.5,28.6,50.8
"14347","DÏn Laoghaire-Rathdown",2.2,4.3,28.3,23.9,41.3
"14348","DÏn Laoghaire-Rathdown",2.4,9.8,17.1,9.8,61
"14349","DÏn Laoghaire-Rathdown",10.2,6.1,10.2,16.3,57.1
"14350","DÏn Laoghaire-Rathdown",16.7,11.9,11.9,33.3,26.2
"14351","DÏn Laoghaire-Rathdown",9.4,3.1,6.3,31.3,50
"14352","DÏn Laoghaire-Rathdown",8.1,6.5,16.1,37.1,32.3
"14353","DÏn Laoghaire-Rathdown",10.4,6,19.4,32.8,31.3
"14354","DÏn Laoghaire-Rathdown",0,11.3,9.9,25.4,53.5
"14355","DÏn Laoghaire-Rathdown",13.5,7.7,19.2,26.9,32.7
"14356","DÏn Laoghaire-Rathdown",5,0,25,35,35
"14357","DÏn Laoghaire-Rathdown",3.6,3.6,21.4,7.1,64.3
"14358","DÏn Laoghaire-Rathdown",0,4.2,4.2,16.7,75
"14359","DÏn Laoghaire-Rathdown",11.8,0,29.4,23.5,35.3
"14360","DÏn Laoghaire-Rathdown",10.5,10.5,5.3,15.8,57.9
"14361","DÏn Laoghaire-Rathdown",4,2,14,44,36
"14362","DÏn Laoghaire-Rathdown",3.4,0,31,27.6,37.9
"14363","DÏn Laoghaire-Rathdown",0,20,25,25,30
"14364","DÏn Laoghaire-Rathdown",11.5,15.4,42.3,11.5,19.2
"14365","DÏn Laoghaire-Rathdown",0,0,36.4,27.3,36.4
"14366","DÏn Laoghaire-Rathdown",0,12.5,12.5,18.8,56.3
"14367","DÏn Laoghaire-Rathdown",7.7,0,7.7,15.4,69.2
"14368","DÏn Laoghaire-Rathdown",9.5,11.9,9.5,35.7,33.3
"14369","DÏn Laoghaire-Rathdown",0,5.7,14.3,17.1,62.9
"14370","DÏn Laoghaire-Rathdown",0,10,6.7,43.3,40
"14371","DÏn Laoghaire-Rathdown",13.3,3.3,13.3,20,50
"14372","DÏn Laoghaire-Rathdown",0,2.9,2.9,14.3,80
"14373","DÏn Laoghaire-Rathdown",2.1,0,2.1,38.3,57.4
"14374","DÏn Laoghaire-Rathdown",0,7.7,23.1,7.7,61.5
"14375","DÏn Laoghaire-Rathdown",0,15,15,30,40
"14376","DÏn Laoghaire-Rathdown",9.7,6.5,12.9,35.5,35.5
"14377","DÏn Laoghaire-Rathdown",15.4,10.3,17.9,15.4,41
"14378","DÏn Laoghaire-Rathdown",6.1,9.1,12.1,18.2,54.5
"14379","DÏn Laoghaire-Rathdown",0,7.4,25.9,25.9,40.7
"14380","DÏn Laoghaire-Rathdown",4.1,0,5.4,9.5,81.1
"14381","DÏn Laoghaire-Rathdown",2.9,3.9,15.5,19.4,58.3
"14382","DÏn Laoghaire-Rathdown",0,9.7,22.6,12.9,54.8
"14383","DÏn Laoghaire-Rathdown",4.1,6.8,13.7,43.8,31.5
"14384","DÏn Laoghaire-Rathdown",8,8,16,8,60
"14385","DÏn Laoghaire-Rathdown",1.9,3.8,15.4,28.8,50
"14386","DÏn Laoghaire-Rathdown",3.6,1.2,6,16.9,72.3
"14387","DÏn Laoghaire-Rathdown",2.3,0,13.6,47.7,36.4
"14388","DÏn Laoghaire-Rathdown",5,5,35,10,45
"14389","DÏn Laoghaire-Rathdown",0,12,12,16,60
"14390","DÏn Laoghaire-Rathdown",0,0,77.8,0,22.2
"14391","DÏn Laoghaire-Rathdown",11.1,5.6,11.1,33.3,38.9
"14392","DÏn Laoghaire-Rathdown",22.9,11.4,14.3,22.9,28.6
"14393","DÏn Laoghaire-Rathdown",1.9,3.7,22.2,35.2,37
"14394","DÏn Laoghaire-Rathdown",6.7,16.7,13.3,43.3,20
"14395","DÏn Laoghaire-Rathdown",23.8,7.1,23.8,23.8,21.4
"14396","DÏn Laoghaire-Rathdown",3.8,7.7,19.2,23.1,46.2
"14397","DÏn Laoghaire-Rathdown",3.4,12.1,24.1,34.5,25.9
"14398","DÏn Laoghaire-Rathdown",13.8,10.3,10.3,48.3,17.2
"14399","DÏn Laoghaire-Rathdown",15.6,9.4,18.8,43.8,12.5
"14400","DÏn Laoghaire-Rathdown",5.9,5.9,8.8,26.5,52.9
"14401","DÏn Laoghaire-Rathdown",1.1,3.3,22,18.7,54.9
"14402","DÏn Laoghaire-Rathdown",8.3,2.8,25,30.6,33.3
"14403","DÏn Laoghaire-Rathdown",8.3,0,16.7,16.7,58.3
"14404","DÏn Laoghaire-Rathdown",12.2,4.1,22.4,53.1,8.2
"14405","DÏn Laoghaire-Rathdown",8.6,11.4,14.3,45.7,20
"14406","DÏn Laoghaire-Rathdown",8.1,2.7,10.8,27,51.4
"14407","DÏn Laoghaire-Rathdown",0,0,11.8,11.8,76.5
"14408","DÏn Laoghaire-Rathdown",0,2.7,8.1,21.6,67.6
"14409","DÏn Laoghaire-Rathdown",9.1,18.2,13.6,31.8,27.3
"14410","DÏn Laoghaire-Rathdown",0,60,40,0,0
"14411","DÏn Laoghaire-Rathdown",12.2,22,56.1,7.3,2.4
"14412","DÏn Laoghaire-Rathdown",0,6.3,56.3,12.5,25
"14413","DÏn Laoghaire-Rathdown",4.5,0,18.2,13.6,63.6
"14414","DÏn Laoghaire-Rathdown",20,10,60,5,5
"14415","DÏn Laoghaire-Rathdown",0,0,80,10,10
"14416","DÏn Laoghaire-Rathdown",0,13.3,73.3,6.7,6.7
"14417","DÏn Laoghaire-Rathdown",14.3,8.6,5.7,20,51.4
"14418","DÏn Laoghaire-Rathdown",7.4,33.3,11.1,33.3,14.8
"14419","DÏn Laoghaire-Rathdown",2.8,8.3,5.6,30.6,52.8
"14420","DÏn Laoghaire-Rathdown",10,30,5,20,35
"14421","DÏn Laoghaire-Rathdown",21.1,5.3,15.8,36.8,21.1
"14422","DÏn Laoghaire-Rathdown",0,0,66.7,33.3,0
"14423","DÏn Laoghaire-Rathdown",3.2,9.7,22.6,12.9,51.6
"14424","DÏn Laoghaire-Rathdown",3.8,0,15.4,23.1,57.7
"14425","DÏn Laoghaire-Rathdown",2.8,2.8,16.7,33.3,44.4
"14426","DÏn Laoghaire-Rathdown",13.3,10,23.3,26.7,26.7
"14427","DÏn Laoghaire-Rathdown",27.7,40.4,2.1,23.4,6.4
"14428","DÏn Laoghaire-Rathdown",8.7,17.4,8.7,43.5,21.7
"14429","DÏn Laoghaire-Rathdown",0,0,60,40,0
"14430","DÏn Laoghaire-Rathdown",33.3,11.1,44.4,0,11.1
"14431","DÏn Laoghaire-Rathdown",0,16.7,58.3,16.7,8.3
"14432","DÏn Laoghaire-Rathdown",12.5,8.3,66.7,12.5,0
"14433","DÏn Laoghaire-Rathdown",16.7,3.3,33.3,10,36.7
"14434","DÏn Laoghaire-Rathdown",18.5,0,25.9,11.1,44.4
"14435","DÏn Laoghaire-Rathdown",7.1,7.1,21.4,21.4,42.9
"14436","DÏn Laoghaire-Rathdown",0,0,87.5,12.5,0
"14437","DÏn Laoghaire-Rathdown",9.5,28.6,14.3,28.6,19
"14438","DÏn Laoghaire-Rathdown",0,11.5,42.3,23.1,23.1
"14439","DÏn Laoghaire-Rathdown",4.2,4.2,33.3,12.5,45.8
"14440","DÏn Laoghaire-Rathdown",2.9,22.9,5.7,37.1,31.4
"14441","DÏn Laoghaire-Rathdown",0,14.8,22.2,7.4,55.6
"14442","DÏn Laoghaire-Rathdown",2.3,14,11.6,37.2,34.9
"14443","DÏn Laoghaire-Rathdown",6,3,28.4,44.8,17.9
"14444","DÏn Laoghaire-Rathdown",5.3,2.6,18.4,57.9,15.8
"14445","DÏn Laoghaire-Rathdown",30,0,50,20,0
"14446","DÏn Laoghaire-Rathdown",0,8.3,58.3,25,8.3
"14447","DÏn Laoghaire-Rathdown",16.7,33.3,50,0,0
"14448","DÏn Laoghaire-Rathdown",21.1,7.9,42.1,26.3,2.6
"14449","DÏn Laoghaire-Rathdown",12.5,6.3,62.5,6.3,12.5
"14450","DÏn Laoghaire-Rathdown",7.1,2.4,11.9,35.7,42.9
"14451","DÏn Laoghaire-Rathdown",0,0,21.6,24.3,54.1
"14452","DÏn Laoghaire-Rathdown",17.4,0,21.7,30.4,30.4
"14453","DÏn Laoghaire-Rathdown",2.9,2.9,17.6,14.7,61.8
"14454","DÏn Laoghaire-Rathdown",7.1,7.1,10.7,14.3,60.7
"14455","DÏn Laoghaire-Rathdown",8.8,5.9,17.6,29.4,38.2
"14456","DÏn Laoghaire-Rathdown",20,0,40,20,20
"14457","DÏn Laoghaire-Rathdown",4.5,0,4.5,22.7,68.2
"14458","DÏn Laoghaire-Rathdown",9.8,13.7,5.9,21.6,49
"14459","DÏn Laoghaire-Rathdown",3.4,6.9,3.4,20.7,65.5
"14460","DÏn Laoghaire-Rathdown",2.9,8.8,14.7,32.4,41.2
"14461","DÏn Laoghaire-Rathdown",7.3,12.2,9.8,31.7,39
"14462","DÏn Laoghaire-Rathdown",6.1,6.1,21.2,33.3,33.3
"14463","DÏn Laoghaire-Rathdown",8,4,0,24,64
"14464","DÏn Laoghaire-Rathdown",3.6,17.9,17.9,25,35.7
"14465","DÏn Laoghaire-Rathdown",0,8.5,21.3,19.1,51.1
"14466","DÏn Laoghaire-Rathdown",17.2,17.2,17.2,13.8,34.5
"14467","DÏn Laoghaire-Rathdown",6.3,0,0,6.3,87.5
"14468","DÏn Laoghaire-Rathdown",20,6.7,13.3,20,40
"14469","DÏn Laoghaire-Rathdown",19,14.3,28.6,23.8,14.3
"14470","South Dublin",2.8,2.1,4.2,18.8,72.2
"14471","South Dublin",5,5,40,25,25
"14472","South Dublin",47.1,5.9,35.3,11.8,0
"14473","South Dublin",26.9,11.5,30.8,26.9,3.8
"14474","South Dublin",20,0,50,20,10
"14475","South Dublin",10,0,20,20,50
"14476","South Dublin",25,12.5,37.5,18.8,6.3
"14477","South Dublin",7.9,3.9,13.2,52.6,22.4
"14478","South Dublin",8.6,17.2,19,43.1,12.1
"14479","South Dublin",3,3,24.2,39.4,30.3
"14480","South Dublin",2.6,0,10.5,23.7,63.2
"14481","South Dublin",9.8,8.2,19.7,26.2,36.1
"14482","South Dublin",6.1,3,30.3,33.3,27.3
"14483","South Dublin",6.3,6.3,6.3,43.8,37.5
"14484","South Dublin",8.3,11.1,22.2,47.2,11.1
"14485","South Dublin",12.5,15.6,25,34.4,12.5
"14486","South Dublin",6.5,9.7,19.4,16.1,48.4
"14487","South Dublin",2.3,9.3,16.3,60.5,11.6
"14488","South Dublin",24.6,4.9,21.3,45.9,3.3
"14489","South Dublin",35.7,14.3,35.7,14.3,0
"14490","South Dublin",6.4,2.1,12.8,25.5,53.2
"14491","South Dublin",15.9,13.6,45.5,18.2,6.8
"14492","South Dublin",24.1,6.9,37.9,24.1,6.9
"14493","South Dublin",0,10.5,21.1,52.6,15.8
"14494","South Dublin",50,0,50,0,0
"14495","South Dublin",14.8,18.5,29.6,37,0
"14496","South Dublin",22.2,11.1,50,11.1,5.6
"14497","South Dublin",35.3,5.9,35.3,17.6,5.9
"14498","South Dublin",36.4,9.1,22.7,27.3,4.5
"14499","South Dublin",25.9,0,44.4,22.2,7.4
"14500","South Dublin",34.6,3.8,38.5,19.2,3.8
"14501","South Dublin",32.1,21.4,25,17.9,3.6
"14502","South Dublin",10.5,26.3,36.8,26.3,0
"14503","South Dublin",25,0,66.7,0,8.3
"14504","South Dublin",4.2,16.7,62.5,16.7,0
"14505","South Dublin",14.3,0,71.4,14.3,0
"14506","South Dublin",0,14.7,14.7,47.1,23.5
"14507","South Dublin",25.9,14.8,25.9,25.9,7.4
"14508","South Dublin",43.5,4.3,26.1,21.7,4.3
"14509","South Dublin",0,11.1,88.9,0,0
"14510","South Dublin",13.6,4.5,72.7,4.5,4.5
"14511","South Dublin",9.1,0,90.9,0,0
"14512","South Dublin",11.6,7,11.6,37.2,32.6
"14513","South Dublin",2.8,13.9,13.9,36.1,33.3
"14514","South Dublin",10,13.3,30,23.3,23.3
"14515","South Dublin",15.4,7.7,53.8,15.4,7.7
"14516","South Dublin",16.7,16.7,30,30,6.7
"14517","South Dublin",10.7,21.4,25,25,17.9
"14518","South Dublin",0,7.7,15.4,69.2,7.7
"14519","South Dublin",14.8,0,11.1,59.3,14.8
"14520","South Dublin",11.1,0,22.2,44.4,22.2
"14521","South Dublin",7.4,14.8,29.6,33.3,14.8
"14522","South Dublin",2.6,10.3,30.8,28.2,28.2
"14523","South Dublin",3.6,10.7,21.4,53.6,10.7
"14524","South Dublin",6.3,12.5,12.5,40.6,28.1
"14525","South Dublin",9.3,4.7,16.3,39.5,30.2
"14526","South Dublin",14.8,3.7,18.5,44.4,18.5
"14527","South Dublin",5.6,11.1,16.7,55.6,11.1
"14528","South Dublin",2.6,3.9,16.9,5.2,71.4
"14529","South Dublin",9.1,9.1,21.2,42.4,18.2
"14530","South Dublin",16.7,20.8,45.8,16.7,0
"14531","South Dublin",11.1,22.2,33.3,22.2,11.1
"14532","South Dublin",11.1,11.1,27.8,27.8,22.2
"14533","South Dublin",35,10,45,5,5
"14534","South Dublin",18.2,0,81.8,0,0
"14535","South Dublin",9.1,9.1,9.1,59.1,13.6
"14536","South Dublin",46.2,0,23.1,23.1,7.7
"14537","South Dublin",15,20,15,50,0
"14538","South Dublin",8.3,0,50,8.3,33.3
"14539","South Dublin",20.6,26.5,8.8,38.2,5.9
"14540","South Dublin",22.7,4.5,40.9,27.3,4.5
"14541","South Dublin",17.6,11.8,29.4,41.2,0
"14542","South Dublin",8.7,17.4,21.7,39.1,13
"14543","South Dublin",0,15,45,35,5
"14544","South Dublin",3.6,7.1,32.1,42.9,14.3
"14545","South Dublin",3.1,18.8,25,43.8,9.4
"14546","South Dublin",2.5,5,32.5,30,30
"14547","South Dublin",7.1,14.3,17.9,28.6,32.1
"14548","South Dublin",21.7,17.4,13,43.5,4.3
"14549","South Dublin",15.4,23.1,15.4,30.8,15.4
"14550","South Dublin",42.9,0,42.9,7.1,7.1
"14551","South Dublin",16,20,16,32,16
"14552","South Dublin",24.4,17.1,12.2,34.1,12.2
"14553","South Dublin",2.9,11.8,8.8,20.6,55.9
"14554","South Dublin",15.9,6.8,15.9,43.2,18.2
"14555","South Dublin",0,0,17.6,47.1,35.3
"14556","South Dublin",7.4,29.6,18.5,18.5,25.9
"14557","South Dublin",9.1,9.1,20.5,31.8,29.5
"14558","South Dublin",5.9,0,23.5,52.9,17.6
"14559","South Dublin",7.9,15.8,10.5,42.1,23.7
"14560","South Dublin",0,0,33.3,33.3,33.3
"14561","South Dublin",4.5,9.1,40.9,22.7,22.7
"14562","South Dublin",0,6.4,17,48.9,27.7
"14563","South Dublin",17.2,6.9,13.8,41.4,20.7
"14564","South Dublin",6.3,6.3,6.3,25,56.3
"14565","South Dublin",5,10,10,35,40
"14566","DÏn Laoghaire-Rathdown",7.1,7.1,7.1,14.3,64.3
"14567","DÏn Laoghaire-Rathdown",2.2,4.4,6.7,31.1,55.6
"14568","DÏn Laoghaire-Rathdown",4.4,2.2,6.7,22.2,64.4
"14569","DÏn Laoghaire-Rathdown",0,22.2,0,0,77.8
"14570","DÏn Laoghaire-Rathdown",3.2,0,9.7,16.1,71
"14571","DÏn Laoghaire-Rathdown",6.7,8.9,8.9,17.8,57.8
"14572","DÏn Laoghaire-Rathdown",29.2,8.3,20.8,33.3,8.3
"14573","DÏn Laoghaire-Rathdown",20,10,10,30,30
"14574","DÏn Laoghaire-Rathdown",0,50,0,30,20
"14575","DÏn Laoghaire-Rathdown",13.2,21.1,13.2,34.2,18.4
"14576","DÏn Laoghaire-Rathdown",16.7,11.1,27.8,11.1,33.3
"14577","DÏn Laoghaire-Rathdown",0,4.2,4.2,20.8,70.8
"14578","DÏn Laoghaire-Rathdown",3.2,9.7,12.9,12.9,61.3
"14579","DÏn Laoghaire-Rathdown",4.1,10.2,6.1,34.7,44.9
"14580","DÏn Laoghaire-Rathdown",9.1,9.1,36.4,9.1,36.4
"14581","DÏn Laoghaire-Rathdown",2.7,5.5,5.5,9.6,76.7
"14582","DÏn Laoghaire-Rathdown",2,16.3,10.2,40.8,30.6
"14583","DÏn Laoghaire-Rathdown",5.6,5.6,22.2,22.2,44.4
"14584","DÏn Laoghaire-Rathdown",21.1,26.3,26.3,5.3,21.1
"14585","DÏn Laoghaire-Rathdown",0,0,0,18.2,81.8
"14586","DÏn Laoghaire-Rathdown",28.6,14.3,14.3,0,42.9
"14587","DÏn Laoghaire-Rathdown",11.5,3.8,3.8,38.5,42.3
"14588","DÏn Laoghaire-Rathdown",10,10,20,36.7,23.3
"14589","DÏn Laoghaire-Rathdown",3.2,6.5,6.5,32.3,51.6
"14590","DÏn Laoghaire-Rathdown",0,15.8,15.8,26.3,42.1
"14591","DÏn Laoghaire-Rathdown",11.1,5.6,22.2,33.3,27.8
"14592","DÏn Laoghaire-Rathdown",10.7,21.4,3.6,39.3,25
"14593","DÏn Laoghaire-Rathdown",6.3,3.1,15.6,25,50
"14594","DÏn Laoghaire-Rathdown",8.5,4.3,4.3,29.8,53.2
"14595","DÏn Laoghaire-Rathdown",0,8.8,11.8,47.1,32.4
"14596","DÏn Laoghaire-Rathdown",5.6,13.9,8.3,22.2,50
"14597","DÏn Laoghaire-Rathdown",10,0,10,70,10
"14598","DÏn Laoghaire-Rathdown",7.1,14.3,9.5,11.9,57.1
"14599","DÏn Laoghaire-Rathdown",11.8,2.9,20.6,14.7,50
"14600","DÏn Laoghaire-Rathdown",12.5,6.3,25,18.8,37.5
"14601","DÏn Laoghaire-Rathdown",0,16.7,10,23.3,50
"14602","DÏn Laoghaire-Rathdown",0,12.5,25,20.8,41.7
"14603","DÏn Laoghaire-Rathdown",14.7,5.9,17.6,26.5,35.3
"14604","DÏn Laoghaire-Rathdown",9.4,9.4,12.5,25,43.8
"14605","Fingal",3.6,7.1,17.9,25,46.4
"14606","Fingal",14,11.6,18.6,23.3,32.6
"14607","Fingal",25.7,0,17.1,22.9,34.3
"14608","Fingal",18.5,7.4,22.2,29.6,22.2
"14609","DÏn Laoghaire-Rathdown",6.1,24.5,12.2,36.7,20.4
"14610","DÏn Laoghaire-Rathdown",0,8.8,14.7,23.5,52.9
"14611","DÏn Laoghaire-Rathdown",6.3,18.8,31.3,18.8,25
"14612","DÏn Laoghaire-Rathdown",7.4,3.7,14.8,18.5,55.6
"14613","DÏn Laoghaire-Rathdown",14.3,17.1,22.9,11.4,34.3
"14614","DÏn Laoghaire-Rathdown",37.5,6.3,43.8,6.3,6.3
"14615","DÏn Laoghaire-Rathdown",11.1,22.2,38.9,27.8,0
"14616","DÏn Laoghaire-Rathdown",0,14.3,21.4,21.4,42.9
"14617","DÏn Laoghaire-Rathdown",0,7.1,7.1,28.6,57.1
"14618","DÏn Laoghaire-Rathdown",11.1,0,44.4,33.3,11.1
"14619","DÏn Laoghaire-Rathdown",0,14.3,42.9,14.3,28.6
"14620","DÏn Laoghaire-Rathdown",13.3,0,73.3,13.3,0
"14621","DÏn Laoghaire-Rathdown",12.5,12.5,50,12.5,12.5
"14622","DÏn Laoghaire-Rathdown",25,0,66.7,8.3,0
"14623","DÏn Laoghaire-Rathdown",18.8,6.3,43.8,25,6.3
"14624","DÏn Laoghaire-Rathdown",0,7.1,78.6,0,14.3
"14625","DÏn Laoghaire-Rathdown",0,18.2,72.7,0,9.1
"14626","DÏn Laoghaire-Rathdown",29.2,0,16.7,29.2,25
"14627","DÏn Laoghaire-Rathdown",20,0,20,33.3,26.7
"14628","DÏn Laoghaire-Rathdown",5.7,0,5.7,11.4,77.1
"14629","DÏn Laoghaire-Rathdown",19.4,8.3,16.7,33.3,22.2
"14630","DÏn Laoghaire-Rathdown",41.7,25,0,25,8.3
"14631","DÏn Laoghaire-Rathdown",33.3,0,22.2,22.2,22.2
"14632","DÏn Laoghaire-Rathdown",4,4,8,32,52
"14633","DÏn Laoghaire-Rathdown",10.5,5.3,47.4,15.8,21.1
"14634","DÏn Laoghaire-Rathdown",10.5,0,52.6,15.8,21.1
"14635","DÏn Laoghaire-Rathdown",18.2,9.1,54.5,18.2,0
"14636","DÏn Laoghaire-Rathdown",20,6.7,66.7,0,6.7
"14637","DÏn Laoghaire-Rathdown",34.6,3.8,30.8,23.1,7.7
"14638","DÏn Laoghaire-Rathdown",25.5,14.9,27.7,25.5,6.4
"14639","DÏn Laoghaire-Rathdown",50,12.5,12.5,25,0
"14640","DÏn Laoghaire-Rathdown",24.1,3.4,37.9,27.6,6.9
"14641","DÏn Laoghaire-Rathdown",50,0,25,25,0
"14642","DÏn Laoghaire-Rathdown",16.7,8.3,8.3,41.7,25
